"Device","Site","Status","IP Address","Availability","CPU/Memory","CPU AVG","Memory AVG","Tags","Vendor","Type","Version","Description"
"mwhcrwcrt001","Oshawa Call Center","Good","10.193.31.30","Good","Good","1","12","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ASR1000 Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:32 by "
"mwhcrwcrt002","Oshawa Call Center","Good","10.193.31.31","Good","Good","1","12","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ASR1000 Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:32 by "
"mwhcrwcrt003","Oshawa Call Center","Good","10.193.31.56","Good","Good","17","33","","Viptela","Router","20.3.3","Viptela SNMP agent"
"mwhcrwcrt004","Oshawa Call Center","Good","10.193.31.57","Good","Good","17","33","","Viptela","Router","20.3.3","Viptela SNMP agent"
"mxgcrwcrt001","Mexico City Call CTR","Good","10.193.36.30","Good","Good","1","5","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"mxgcrwcrt002","Mexico City Call CTR","Good","10.193.36.31","Good","Good","1","5","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"mxhcrwcrt001","Mexico Headquarters","Good","10.193.8.94","Good","Good","3","3","cEdge, CORP, GMNA","Cisco","Router","17.6.3","Cisco IOS Software [Bengaluru], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 17.6.3, CUST-SPECIAL:V176_3_CSCWB21195
This software is supported for a limited time under special agreement with Cisco Systems, Inc. CSCWB21195
Copyright (c) 1986-2"
"mxhcrwcrt002","Mexico Headquarters","Good","10.193.8.95","Good","Good","3","3","cEdge, CORP, GMNA","Cisco","Router","17.6.3","Cisco IOS Software [Bengaluru], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 17.6.3, CUST-SPECIAL:V176_3_CSCWB21195
This software is supported for a limited time under special agreement with Cisco Systems, Inc. CSCWB21195
Copyright (c) 1986-2"
"npvcrwcrt001","Naperville VSSM","Good","10.193.16.158","Good","Good","6","3","cEdge","Cisco","Router","17.6.3","Cisco IOS Software [Bengaluru], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 17.6.3, CUST-SPECIAL:V176_3_CSCWB21195
This software is supported for a limited time under special agreement with Cisco Systems, Inc. CSCWB21195
Copyright (c) 1986-2"
"npvcrwcrt002","Naperville VSSM","Good","10.193.16.159","Good","Good","6","3","cEdge","Cisco","Router","17.6.3","Cisco IOS Software [Bengaluru], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 17.6.3, CUST-SPECIAL:V176_3_CSCWB21195
This software is supported for a limited time under special agreement with Cisco Systems, Inc. CSCWB21195
Copyright (c) 1986-2"
"nyccrwcrt001","New York NYTO","Good","10.193.17.30","Good","Good","4","20","","Cisco","Router","15.4(3)S6","Cisco IOS Software, ASR1000 Software (PPC_LINUX_IOSD-ADVENTERPRISEK9-M), Version 15.4(3)S6a, RELEASE SOFTWARE (fc2)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2016 by Cisco Systems, Inc.
Compiled Tue 27-Sep-16 22:08 by mcpre"
"nyccrwcrt002","New York NYTO","Good","10.193.17.31","Good","Good","4","20","","Cisco","Router","15.4(3)S6","Cisco IOS Software, ASR1000 Software (PPC_LINUX_IOSD-ADVENTERPRISEK9-M), Version 15.4(3)S6a, RELEASE SOFTWARE (fc2)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2016 by Cisco Systems, Inc.
Compiled Tue 27-Sep-16 22:08 by mcpre"
"nyccrwcrt003","New York NYTO","Good","10.193.17.56","Good","Good","13","34","","Viptela","Router","20.3.3","Viptela SNMP agent"
"nyccrwcrt004","New York NYTO","Good","10.193.17.57","Good","Good","15","34","","Viptela","Router","20.3.3","Viptela SNMP agent"
"obbcrwcrt001","Quito MFG","Good","10.193.69.30","Good","Good","1","5","MFG","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"obbcrwcrt002","Quito MFG","Good","10.193.69.31","Good","Good","1","5","MFG","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"obbcrwcrt003","Quito MFG","Good","10.193.69.56","Good","Good","22","41","","Viptela","Router","20.3.3","Viptela SNMP agent"
"obbcrwcrt004","Quito MFG","Good","10.193.69.57","Good","Good","17","40","","Viptela","Router","20.3.3","Viptela SNMP agent"
"okkcrwcrt001","GMCH Kokomo","Good","10.193.8.222","Good","Good","1","4","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"okkcrwcrt002","GMCH Kokomo","Good","10.193.8.223","Good","Good","1","4","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"okkcrwcrt003","GMCH Kokomo","Good","10.193.8.248","Good","Good","20","38","","Viptela","Router","20.3.3","Viptela SNMP agent"
"okkcrwcrt004","GMCH Kokomo","Good","10.193.8.249","Good","Good","17","38","","Viptela","Router","20.3.3","Viptela SNMP agent"
"oppcrwcrt001-pta1","Pontiac HQ","Good","10.193.26.30","Good","Good","1","13","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ASR1000 Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:32 by "
"oricrwcrt001","Orion Car Assembly","Good","10.193.17.94","Good","Good","1","5","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"oricrwcrt002","Orion Car Assembly","Good","10.193.17.95","Good","Good","1","5","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"oricrwcrt003","Orion Car Assembly","Good","10.193.17.120","Good","Good","38","36","","Viptela","Router","20.3.3","Viptela SNMP agent"
"oricrwcrt004","Orion Car Assembly","Good","10.193.17.121","Good","Good","21","36","","Viptela","Router","20.3.3","Viptela SNMP agent"
"osccrwcrt001","Oshawa Assembly","Good","10.193.17.158","Good","Good","1","5","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"osccrwcrt002","Oshawa Assembly","Good","10.193.17.159","Good","Good","1","5","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"osccrwcrt003","Oshawa Assembly","Good","10.193.17.184","Good","Good","34","37","MFG, GMNA","Viptela","Router","20.3.3","Viptela SNMP agent"
"osccrwcrt004","Oshawa Assembly","Good","10.193.17.185","Good","Good","24","37","MFG, GMNA","Viptela","Router","20.3.3","Viptela SNMP agent"
"parcrwcrt001","Parma Metal","Good","10.193.15.222","Good","Good","1","5","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"parcrwcrt002","Parma Metal","Good","10.193.15.223","Good","Good","1","5","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"parcrwcrt003","Parma Metal","Good","10.193.15.248","Good","Good","30","39","","Viptela","Router","20.3.3","Viptela SNMP agent"
"parcrwcrt004","Parma Metal","Good","10.193.15.249","Good","Good","20","39","","Viptela","Router","20.3.3","Viptela SNMP agent"
"pbccrwcrt001","Bay City PT","Good","10.193.9.158","Good","Good","1","5","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"pbccrwcrt002","Bay City PT","Good","10.193.9.159","Good","Good","1","5","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"pbccrwcrt003","Bay City PT","Good","10.193.9.184","Good","Good","18","36","","Viptela","Router","20.3.3","Viptela SNMP agent"
"pbccrwcrt004","Bay City PT","Good","10.193.9.185","Good","Good","24","36","","Viptela","Router","20.3.3","Viptela SNMP agent"
"pdgcrwcrt001","Shanghai RHC","Good","10.193.195.94","Good","Good","1","5","CNE_GMIO","Cisco","Router","17.3.4a","Cisco IOS Software [Amsterdam], c8000aep Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 17.3.4a, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2021 by Cisco Systems, Inc.
Compiled Tue 20-Jul-21 05:02"
"pdgcrwcrt002","Shanghai RHC","Good","10.193.195.95","Good","Good","0","5","CNE_GMIO","Cisco","Router","17.3.4a","Cisco IOS Software [Amsterdam], c8000aep Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 17.3.4a, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2021 by Cisco Systems, Inc.
Compiled Tue 20-Jul-21 05:02"
"pdgexwcrt001","Shanghai RHC","Good","10.148.199.113","Good","Good","0","12","CNE_GMIO","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ASR1000 Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:32 by "
"pdgexwcrt002","Shanghai RHC","Good","10.148.199.114","Good","Good","0","11","CNE_GMIO","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ASR1000 Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:32 by "
"pdginwcrt001","Shanghai RHC","Good","10.242.0.107","Good","Good","1","6","CNE_GMIO","Cisco","Router","17.3.4a","Cisco IOS Software [Amsterdam], c8000aep Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 17.3.4a, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2021 by Cisco Systems, Inc.
Compiled Tue 20-Jul-21 05:02"
"pdginwcrt002","Shanghai RHC","Good","10.242.0.108","Good","Good","1","5","INET-FACING, CNE_GMIO","Cisco","Router","17.3.4a","Cisco IOS Software [Amsterdam], c8000aep Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 17.3.4a, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2021 by Cisco Systems, Inc.
Compiled Tue 20-Jul-21 05:02"
"pehcrwcrt001","MOGI DAS CRUZES","Good","10.193.68.94","Good","Good","1","5","MFG","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"pehcrwcrt002","MOGI DAS CRUZES","Good","10.193.68.95","Good","Good","1","5","MFG","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"pehcrwcrt003","MOGI DAS CRUZES","Good","10.193.68.120","Good","Good","19","40","gmsa","Viptela","Router","20.3.3","Viptela SNMP agent"
"pehcrwcrt004","MOGI DAS CRUZES","Good","10.193.68.121","Good","Good","17","40","gmsa","Viptela","Router","20.3.3","Viptela SNMP agent"
"phdcrwcrt001","Memphis CCA PDC","Good","10.193.15.30","Good","Good","1","5","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"phdcrwcrt002","Memphis CCA PDC","Good","10.193.15.31","Good","Good","1","5","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"phdcrwcrt003","Memphis CCA PDC","Good","10.193.15.56","Good","Good","12","33","","Viptela","Router","20.3.3","Viptela SNMP agent"
"phdcrwcrt004","Memphis CCA PDC","Good","10.193.15.57","Good","Good","16","33","","Viptela","Router","20.3.3","Viptela SNMP agent"
"pincrwcrt001","Bedford PT","Good","10.193.1.158","Good","Good","1","5","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"pincrwcrt002","Bedford PT","Good","10.193.1.159","Good","Good","1","5","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"pincrwcrt003","Bedford PT","Good","10.193.1.184","Good","Good","24","36","","Viptela","Router","20.3.3","Viptela SNMP agent"
"pincrwcrt004","Bedford PT","Good","10.193.1.185","Good","Good","19","36","","Viptela","Router","20.3.3","Viptela SNMP agent"
"ponmcldic011-ao-1a0","Pontiac Stamping","Good","10.21.131.134","Good","Good","1","11","","Cisco","Router","17.6.4","Cisco IOS Software [Bengaluru], Catalyst L3 Switch Software (CAT9K_IOSXE), Version 17.6.4, RELEASE SOFTWARE (fc1)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2022 by Cisco Systems, Inc.
Compiled Sun 14-Aug-22 08:58 by mcpre"
"ponmcldic012-ao-1a0","Pontiac Stamping","Good","10.21.131.135","Good","Good","1","11","","Cisco","Router","17.6.4","Cisco IOS Software [Bengaluru], Catalyst L3 Switch Software (CAT9K_IOSXE), Version 17.6.4, RELEASE SOFTWARE (fc1)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2022 by Cisco Systems, Inc.
Compiled Sun 14-Aug-22 08:58 by mcpre"
"porcrwcrt001","Melbourne Turner Street","Good","10.193.198.94","Good","Good","1","4","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"porcrwcrt002","Melbourne Turner Street","Good","10.193.198.95","Good","Good","1","4","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"porcrwcrt003","Melbourne Turner Street","Good","10.193.198.120","Good","Good","16","42","","Viptela","Router","20.3.3","Viptela SNMP agent"
"porcrwcrt004","Melbourne Turner Street","Good","10.193.198.121","Good","Good","14","41","","Viptela","Router","20.3.3","Viptela SNMP agent"
"ptdcrwcrt001","Defiance PT","Good","10.193.5.94","Good","Good","1","5","GMNA","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"ptdcrwcrt002","Defiance PT","Good","10.193.5.95","Good","Good","1","5","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"ptdcrwcrt004","Defiance PT","Good","10.193.5.121","Good","Good","19","36","GMNA","Viptela","Router","20.3.3","Viptela SNMP agent"
"ptecrwcrt001","Flint Engine","Good","10.193.9.222","Good","Good","1","5","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"ptecrwcrt002","Flint Engine","Good","10.193.9.223","Good","Good","1","5","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"ptecrwcrt003","Flint Engine","Good","10.193.9.248","Good","Good","20","36","","Viptela","Router","20.3.3","Viptela SNMP agent"
"ptecrwcrt004","Flint Engine","Good","10.193.9.249","Good","Good","20","36","","Viptela","Router","20.3.3","Viptela SNMP agent"
"pthcrwcrt001-ptc1","Pontiac HQ","Good","10.193.26.31","Good","Good","1","13","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ASR1000 Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:32 by "
"pwccrwcrt001","Saginaw Metal Castings","Good","10.193.10.94","Good","Good","1","5","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"pwccrwcrt002","Saginaw Metal Castings","Good","10.193.10.95","Good","Good","1","5","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"pwccrwcrt003","Saginaw Metal Castings","Good","10.193.10.120","Good","Good","24","38","","Viptela","Router","20.3.3","Viptela SNMP agent"
